0 	0
1 	1
2 	2
3 	3
4 	4
5 	5
6 	4199
7 	7
8 	8
9 	9
10 	918
11 	307
12 	4300
13 	13
14 	14
15 	15
16 	4476
17 	4496
18 	1833
19 	4620
20 	178
21 	1799
22 	22
23 	23
24 	497
25 	507
26 	5118
27 	27
28 	5165
29 	267
30 	5225
31 	3756
32 	1431
33 	1413
34 	0
35 	35
36 	608
37 	4260
38 	325
39 	527
40 	40
41 	41
42 	5520
43 	43
44 	44
45 	13575
46 	557
47 	3015
48 	5331
49 	307
50 	3953
51 	363
52 	52
53 	53
54 	54
55 	497
56 	219
57 	1218
58 	5078
59 	190
60 	60
61 	6475
62 	62
63 	63
64 	0
65 	6559
66 	66
67 	67
68 	68
69 	505
70 	70
71 	7224
72 	7239
73 	73
74 	7249
75 	75
76 	76
77 	203
78 	333
79 	79
80 	7341
81 	497
82 	82
83 	83
84 	84
85 	85
86 	0
87 	87
88 	88
89 	6725
90 	633
91 	91
92 	8186
93 	3578
94 	8236
95 	95
96 	2009
97 	117
98 	98
99 	99
100 	100
101 	101
102 	505
103 	8508
104 	104
105 	8575
106 	8596
107 	0
108 	108
109 	0
110 	1450
111 	111
112 	112
113 	3740
114 	114
115 	0
116 	456
117 	117
118 	0
119 	87
120 	120
121 	4104
122 	122
123 	3936
124 	124
125 	3697
126 	333
127 	127
128 	128
129 	0
130 	82
131 	5275
132 	132
133 	133
134 	134
135 	2315
136 	507
137 	350
138 	138
139 	1960
140 	140
141 	203
142 	7254
143 	143
144 	144
145 	309
146 	9945
147 	147
148 	5221
149 	149
150 	0
151 	357
152 	152
153 	153
154 	149
155 	155
156 	459
157 	354
158 	158
159 	159
160 	10471
161 	161
162 	162
163 	5131
164 	164
165 	2401
166 	10653
167 	167
168 	1010
169 	169
170 	2215
171 	171
172 	10815
173 	0
174 	190
175 	10071
176 	10992
177 	190
178 	178
179 	4950
180 	180
181 	1185
182 	182
183 	381
184 	2255
185 	2
186 	186
187 	6577
188 	188
189 	505
190 	190
191 	191
192 	557
193 	7226
194 	6325
195 	228
196 	11871
197 	197
198 	11908
199 	339
200 	6163
201 	4251
202 	459
203 	203
204 	204
205 	220
206 	206
207 	207
208 	13239
209 	209
210 	5673
211 	211
212 	212
213 	213
214 	391
215 	215
216 	216
217 	217
218 	218
219 	219
220 	220
221 	221
222 	2
223 	223
224 	459
225 	0
226 	22027
227 	8850
228 	228
229 	9639
230 	230
231 	22076
232 	608
233 	0
234 	234
235 	557
236 	0
237 	572
238 	11617
239 	4451
240 	1431
241 	241
242 	1269
243 	2039
244 	1639
245 	245
246 	0
247 	247
248 	1149
249 	249
250 	0
251 	22398
252 	459
253 	557
254 	254
255 	4370
256 	256
257 	256
258 	365
259 	259
260 	260
261 	3846
262 	0
263 	339
264 	22527
265 	265
266 	10542
267 	267
268 	522
269 	6379
270 	0
271 	539
272 	1
273 	22704
274 	274
275 	10908
276 	9794
277 	391
278 	22808
279 	17898
280 	0
281 	281
282 	546
283 	1431
284 	284
285 	5439
286 	286
287 	287
288 	11613
289 	0
290 	557
291 	291
292 	4103
293 	293
294 	333
295 	10811
296 	608
297 	2291
298 	6031
299 	0
300 	300
301 	190
302 	4664
303 	62
304 	304
305 	305
306 	0
307 	307
308 	599
309 	309
310 	0
311 	311
312 	312
313 	313
314 	0
315 	0
316 	365
317 	317
318 	1201
319 	1
320 	320
321 	0
322 	4336
323 	323
324 	557
325 	325
326 	326
327 	327
328 	328
329 	329
330 	330
331 	1900
332 	307
333 	333
334 	334
335 	2
336 	336
337 	337
338 	338
339 	339
340 	340
341 	212
342 	342
343 	343
344 	0
345 	2081
346 	0
347 	347
348 	603
349 	0
350 	350
351 	8614
352 	808
353 	0
354 	354
355 	355
356 	356
357 	357
358 	358
359 	359
360 	2089
361 	361
362 	362
363 	363
364 	1079
365 	365
366 	0
367 	40
368 	570
369 	0
370 	370
371 	7389
372 	590
373 	373
374 	374
375 	375
376 	376
377 	8783
378 	1527
379 	379
380 	380
381 	381
382 	2
383 	0
384 	10857
385 	505
386 	4640
387 	327
388 	7655
389 	872
390 	9326
391 	391
392 	214
393 	546
394 	5867
395 	395
396 	0
397 	522
398 	398
399 	4251
400 	339
401 	220
402 	402
403 	8830
404 	224
405 	0
406 	406
407 	407
408 	408
409 	409
410 	2434
411 	307
412 	0
413 	413
414 	25570
415 	4640
416 	416
417 	3405
418 	418
419 	25639
420 	0
421 	147
422 	515
423 	0
424 	6184
425 	425
426 	426
427 	0
428 	25690
429 	6827
430 	430
431 	431
432 	432
433 	25850
434 	434
435 	9623
436 	436
437 	854
438 	25899
439 	439
440 	440
441 	557
442 	0
443 	451
444 	444
445 	445
446 	446
447 	25648
448 	0
449 	0
450 	450
451 	451
452 	327
453 	453
454 	454
455 	418
456 	456
457 	457
458 	458
459 	459
460 	5447
461 	5905
462 	68
463 	6360
464 	0
465 	465
466 	865
467 	467
468 	171
469 	469
470 	7689
471 	1249
472 	472
473 	245
474 	0
475 	505
476 	521
477 	477
478 	0
479 	307
480 	527
481 	31528
482 	482
483 	483
484 	1948
485 	4562
486 	486
487 	7708
488 	307
489 	73
490 	490
491 	212
492 	492
493 	7129
494 	9632
495 	495
496 	496
497 	497
498 	498
499 	503
500 	500
501 	7375
502 	7043
503 	503
504 	408
505 	505
506 	2
507 	507
508 	508
509 	509
510 	510
511 	511
512 	0
513 	513
514 	0
515 	515
516 	2
517 	291
518 	0
519 	138
520 	918
521 	521
522 	522
523 	5351
524 	180
525 	1350
526 	526
527 	527
528 	124
529 	3
530 	432
531 	21436
532 	35769
533 	533
534 	0
535 	535
536 	1413
537 	537
538 	5078
539 	83
540 	540
541 	6031
542 	339
543 	391
544 	256
545 	545
546 	546
547 	547
548 	1149
549 	0
550 	330
551 	220
552 	552
553 	259
554 	554
555 	555
556 	311
557 	557
558 	558
559 	590
560 	0
561 	0
562 	562
563 	10701
564 	557
565 	0
566 	0
567 	7437
568 	568
569 	256
570 	570
571 	0
572 	572
573 	573
574 	574
575 	432
576 	576
577 	36263
578 	578
579 	2315
580 	8087
581 	581
582 	0
583 	583
584 	60
585 	585
586 	5601
587 	587
588 	588
589 	0
590 	590
591 	300
592 	592
593 	7525
594 	5102
595 	595
596 	596
597 	597
598 	598
599 	599
600 	599
601 	22756
602 	0
603 	603
604 	604
605 	605
606 	0
607 	607
608 	608
609 	6341
610 	37581
611 	440
612 	0
613 	0
614 	614
615 	615
616 	616
617 	1270
618 	618
619 	207
620 	220
621 	207
622 	1
623 	623
624 	624
625 	625
626 	1922
627 	627
628 	628
629 	3588
630 	1425
631 	631
632 	12607
633 	38622
634 	505
635 	635
636 	636
637 	6757
638 	638
639 	639
640 	38747
641 	38885
642 	642
643 	38910
644 	644
645 	2023
646 	646
647 	39011
648 	39021
649 	597
650 	650
651 	1
652 	652
653 	1
654 	1
655 	655
656 	1149
657 	657
658 	505
659 	1
660 	3
661 	661
662 	662
663 	615
664 	615
665 	1717
666 	1
667 	667
668 	668
669 	2
670 	409
671 	1779
672 	117
673 	673
674 	1
675 	7406
676 	676
677 	677
678 	678
679 	220
680 	12189
681 	8205
682 	8041
683 	2
684 	117
685 	685
686 	686
687 	687
688 	37035
689 	1
690 	2
691 	6756
692 	35839
693 	693
694 	39504
695 	695
696 	636
697 	697
698 	698
699 	2215
700 	18657
701 	701
702 	702
703 	568
704 	1431
705 	3
706 	5849
707 	615
708 	15222
709 	39758
710 	39766
711 	21746
712 	1779
713 	713
714 	714
715 	715
716 	505
717 	505
718 	1
719 	505
720 	207
721 	597
722 	8039
723 	1149
724 	724
725 	409
726 	10415
727 	1
728 	728
729 	3673
730 	730
731 	731
732 	615
733 	40001
734 	11894
735 	792
736 	40007
737 	40008
738 	738
739 	2215
740 	40039
741 	741
742 	742
743 	24269
744 	744
745 	1
746 	8046
747 	40241
748 	409
749 	207
750 	4969
751 	220
752 	752
753 	111
754 	3799
755 	597
756 	11134
757 	1
758 	207
759 	759
760 	760
761 	761
762 	762
763 	7627
764 	764
765 	1
766 	615
767 	767
768 	1413
769 	615
770 	220
771 	771
772 	3
773 	5849
774 	207
775 	12325
776 	776
777 	777
778 	19274
779 	779
780 	31103
781 	781
782 	8041
783 	459
784 	615
785 	440
786 	786
787 	787
788 	788
789 	789
790 	790
791 	791
792 	792
793 	793
794 	1
795 	795
796 	796
797 	604
798 	40872
799 	220
800 	800
801 	8041
802 	38472
803 	1
804 	804
805 	805
806 	1
807 	459
808 	808
809 	207
810 	1
811 	1171
812 	1
813 	813
814 	615
815 	38987
816 	1
817 	1
